,Total_Sales,cleaned_name,curb_weight_lbs,speed_sec,msrp,pass_capacity,doors,wheelbase_in,tank_cap_gal,vol_cubft,mpg_comb,Year,height_in,length_in,width_in,drivetrain,transmission,class,horsepower_hp,hybrid,fuel_type
292,10441.0,land rover range rover sport,,,,,,,,,,2005,252.0,167.0,209.0,Four-wheel drive,6 Speed Automatic Select Shift,Automatic transmission,375.0,True,Hybrid
295,14797.0,subaru b9 tribeca,,,,,,,,,,2005,,,,,,,,,
296,4959.0,mercedes benz r class,,,,,,,,,,2005,125.0,36.0,166.0,All-wheel drive,7 Speed Automatic,Automatic transmission,210.0,True,Hybrid
298,18165.0,bmw 7,4618.5,6.31,92750.0,5.0,4.0,120.45,23.3,107.5,20.0,2005,58.7,198.0,74.9,rear wheel,DCT,large,325.0,,gas
299,20600.0,hyundai tiburon,,7.75,2699.0,,,99.6,14.5,81.0,22.0,2005,52.4,173.0,69.3,front wheel,AT,subcompact,172.0,,gas
300,113332.0,dodge neon,,8.52,2416.0,5.0,4.0,105.0,12.5,,32.5,2005,,174.4,67.4,front wheel,,,132.0,,gas
301,4761.0,mazda 5,,,,,,,,,,2005,,,,,,,,,
302,23213.0,hummer h2,,,7864.0,5.0,4.0,122.8,32.0,,,2005,79.2,,,four wheel,,,325.0,,gas
303,20809.0,acura rsx,,8.33,3202.0,,,101.2,13.2,81.0,26.0,2005,54.9,172.4,67.9,front wheel,MT,subcompact,160.0,,gas
304,19346.0,land rover lr3,,7.02,6649.0,5.0,4.0,113.6,22.8,,14.0,2005,74.1,,,four wheel,AT,suv,300.0,,gas
305,9801.0,mazda mx 5 miata,2477.285714285714,7.66,24466.42857142857,2.0,2.0,89.20000000000002,12.7,,22.0,2005,220.0,155.3,66.1,rear wheel,MT,two seater,142.0,True,Hybrid
308,18227.0,mercedes benz clk,,,,,,,,,,2005,,,,,,,,,
309,20503.0,audi a6,4051.0,6.73,46700.0,5.0,4.0,111.9,21.1,97.15,20.5,2005,57.45,193.5,71.3,all wheel,DCT,midsize,255.0,,gas
310,20994.0,mitsubishi endeavor,,7.15,5024.0,5.0,4.0,108.3,21.4,106.7,19.5,2005,67.3,190.2,77.0,all wheel,4 Speed Automatic Select Shift,Automatic transmission,225.0,True,Hybrid
312,13998.0,volvo xc70,,7.45,5307.0,5.0,4.0,108.8,18.0,,21.0,2005,61.5,230.0,73.2,all wheel,6 Speed Automatic,Automatic transmission,208.0,True,Hybrid
315,23439.0,pontiac montana sv6,,9.08,4531.0,,,,25.0,,20.0,2005,,,,all wheel,,,200.0,,
316,10274.0,lincoln mark lt,,,,,,,,,,2005,,,,,,,,,
317,15271.0,buick rainier,,,,,,,,,,2005,,,,,,,,,
318,10045.0,bmw z4,2965.0,6.67,38300.0,2.0,2.0,98.2,14.5,,24.0,2005,51.1,161.1,70.1,rear wheel,MT,two seater,184.0,,gas
319,7967.0,suzuki aerio sx4,,,,,,,,,,2005,,,,,,,,,
320,10107.0,porsche 911,3240.076923076923,4.67,103061.53846153848,3.8461538461538463,2.0,92.53846153846152,16.900000000000002,,22.0,2005,51.15384615384616,174.5,69.7,rear wheel,MT,minicompact,315.0,,gas
321,13430.0,land rover range rover,5379.0,7.31,79210.0,5.0,4.0,113.4,26.4,,12.0,2005,74.8,109.0,242.0,four wheel,MT,suv,282.0,True,Hybrid
324,20288.0,buick terraza,,9.1,5078.0,7.0,4.0,121.1,25.0,,20.0,2005,72.0,205.0,75.2,all wheel,,,200.0,,gas
325,14711.0,infiniti qx56,,,,,,,,,,2005,184.0,135.0,209.0,Rear-wheel drive,5 Speed Automatic,Automatic transmission,320.0,True,Hybrid
328,17634.0,mazda mpv,,8.76,3315.0,7.0,4.0,111.8,19.8,,19.0,2005,68.7,189.5,72.1,front wheel,AT,minivan,200.0,,gas
329,17572.0,acura rl,,5.98,7254.0,5.0,4.0,110.2,19.4,99.0,19.0,2005,57.1,193.6,72.7,all wheel,AT,midsize,300.0,True,Hybrid
332,11848.0,mitsubishi outlander,3406.0,8.11,21389.0,5.0,4.0,103.29999999999998,15.7,96.1,23.0,2005,64.75,179.0,68.9,front wheel,DCT,suv,160.0,True,Hybrid
335,11590.0,pontiac gto,,4.79,4844.0,4.0,2.0,109.8,18.0,91.0,18.0,2005,54.9,189.8,72.5,rear wheel,MT,compact,400.0,,gas
336,15472.0,suzuki xl7,,8.5,3914.0,7.0,4.0,110.2,16.9,,20.0,2005,68.0,,70.1,rear wheel,,,185.0,,gas
337,14835.0,mercedes benz cls class,,,,,,,,,,2005,134.0,53.0,79.0,Rear-wheel drive,7 Speed Automatic Select Shift,Automatic transmission,382.0,True,Hybrid
339,13607.0,porsche cayenne,4929.5,6.41,57700.0,5.0,4.0,112.4,26.4,,15.0,2005,66.9,188.2,75.9,all wheel,DCT,special purpose,340.0,True,Hybrid
341,11278.0,mercedes benz slk,,,,,,,,,,2005,,,,,,,,,
342,18050.0,volkswagen touareg,,8.5,5571.0,5.0,4.0,112.4,26.4,,16.0,2005,68.0,187.2,75.9,four wheel,AT,suv,240.0,True,Hybrid
344,18668.0,kia amanti,,9.23,3825.0,5.0,4.0,110.2,18.5,105.0,18.0,2005,58.5,196.0,72.8,front wheel,AT,large,200.0,,gas
345,14673.0,mazda rx 8,,5.63,4870.0,4.0,2.0,106.4,15.9,89.0,18.0,2005,52.8,174.3,69.7,rear wheel,MT,subcompact,238.0,True,Hybrid
347,9934.0,bmw 6,3979.5,5.27,73400.0,4.0,2.0,109.4,18.5,81.5,19.0,2005,54.1,190.2,73.0,rear wheel,MT,subcompact,325.0,,gas
348,19109.0,lincoln ls,,,,,,,,102.0,20.0,2005,,,,rear wheel,AT,midsize,,,gas
349,10080.0,mercedes benz sl class,4300.5,6.31,131525.0,2.0,2.0,100.8,21.1,,17.5,2005,51.0,178.5,71.5,rear wheel,MT,two seater,302.0,True,Hybrid
350,14665.0,chrysler crossfire,,5.08,7420.0,,,94.5,15.9,,18.5,2005,51.8,159.8,69.5,rear wheel,,,330.0,,gas
351,5389.0,audi a3,,,,,,,,,,2005,140.0,143.0,202.0,All-wheel drive,6 Speed Automatic Select Shift,Automatic transmission,250.0,True,Hybrid
355,1145.0,mitsubishi raider,,,,,,,,,,2005,,,,,,,,,
356,15758.0,saturn relay,,9.11,4478.0,7.0,4.0,121.1,25.0,,20.0,2005,72.0,204.9,72.0,all wheel,,,200.0,,gas
357,7780.0,honda s2000,,5.33,4972.0,,,94.5,13.2,,20.0,2005,,162.2,68.9,rear wheel,MT,two seater,240.0,,gas
358,8897.0,jaguar s type,,5.12,8899.0,5.0,4.0,114.5,18.4,98.0,20.5,2005,56.0,193.1,71.6,rear wheel,,,390.0,,gas
359,8360.0,lexus sc430,,,,,,,,,,2005,,,,,,,,,
360,2272.0,saab 9 7x,,6.85,6040.0,5.0,4.0,113.0,22.0,,17.0,2005,68.5,193.2,75.4,all wheel,,,300.0,,gas
361,7394.0,volvo v70,,5.6,5888.0,5.0,4.0,108.5,18.0,,21.0,2005,57.6,215.0,71.0,all wheel,6 Speed Automatic,Automatic transmission,300.0,True,Hybrid
362,8555.0,lexus lx470,,,,,,,,,,2005,,,,,,,,,
363,10181.0,volvo s80,,8.48,5454.0,5.0,4.0,109.9,18.0,,25.5,2005,57.2,190.9,72.1,front wheel,6 Speed Automatic Select Shift,Automatic transmission,208.0,True,Hybrid
366,6239.0,subaru baja,,,3801.0,,,104.3,16.9,,22.0,2005,65.1,193.3,70.1,all wheel,,,165.0,,gas
367,10941.0,jaguar x type,,7.05,5449.0,5.0,4.0,106.7,16.0,90.0,19.0,2005,58.4,185.5,70.4,all wheel,AT,compact,227.0,,gas
368,5430.0,audi a8,,5.93,9988.0,,,121.0,23.8,100.0,18.0,2005,57.3,204.0,74.6,all wheel,AT,midsize,335.0,True,Hybrid
371,8304.0,jaguar xj,3870.0,6.1,72630.0,5.0,4.0,122.4,22.42,106.04,23.0,2005,57.17999999999999,3.0,102.0,rear wheel,AT,large,294.0,True,Hybrid
374,6023.0,saab 9 5,,8.42,4882.0,5.0,4.0,106.4,18.5,96.0,21.0,2005,57.0,190.0,70.5,front wheel,MT,midsize,185.0,,gas
375,7585.0,isuzu ascender,,7.52,4193.0,,,129.0,25.0,,16.5,2005,75.5,207.6,76.1,four wheel,,,275.0,,gas
376,2282.0,jaguar xk,,,,,,,,,,2005,,,,,,,,,
377,7879.0,porsche boxster,,5.36,6570.0,,,95.1,16.9,,21.0,2005,51.0,171.6,70.9,rear wheel,MT,two seater,240.0,True,Hybrid
379,8166.0,mercury monterey,,9.73,5243.0,7.0,4.0,120.8,26.0,,20.0,2005,68.8,201.5,76.6,front wheel,,,201.0,,gas
380,5671.0,volvo v50,,6.65,4141.0,5.0,4.0,103.9,15.9,,26.5,2005,57.2,169.0,69.7,front wheel,5 Speed Automatic,Automatic transmission,218.0,True,Hybrid
382,5872.0,mazda b,,,,,,,,,,2005,,,,,,,,,
383,1442.0,volvo c70,,,,,,,,,,2005,120.0,7.0,44.0,Front-wheel drive,5 Speed Automatic,Automatic transmission,227.0,True,Hybrid
386,8107.0,chevrolet ssr,,,6383.0,2.0,2.0,116.0,25.0,,17.0,2005,64.2,,,rear wheel,,,390.0,,gas
387,889.0,isuzu i 280 i 350,,,,,,,,,,2005,,,,,,,,,
388,4870.0,toyota land cruiser,5390.0,9.02,55325.0,8.0,4.0,112.2,25.4,,15.0,2005,73.2,87.0,179.0,four wheel,AT,suv,235.0,True,Hybrid
390,3730.0,cadillac xlr,,5.57,11375.0,2.0,2.0,105.7,18.0,,18.0,2005,50.4,177.7,72.3,rear wheel,AT,two seater,320.0,,gas
391,75369.0,buick lesabre,,8.32,4857.0,6.0,4.0,112.2,18.0,107.0,21.0,2005,57.0,200.0,73.5,front wheel,AT,large,205.0,,gas
392,8411.0,suzuki verona,,9.81,2902.0,5.0,4.0,106.3,17.2,101.0,21.0,2005,57.1,187.8,71.5,front wheel,AT,midsize,155.0,,gas
393,1302.0,ford edge,,,,,,,,,,2005,165.0,70.0,138.0,Front-wheel drive,6 Speed Automatic,Automatic transmission,285.0,True,Hybrid
396,1302.0,ford gt,3350.0,,149995.0,2.0,2.0,106.7,17.5,,14.0,2005,,182.8,76.9,rear wheel,MT,two seater,550.0,,gas
397,15873.0,lincoln aviator,4918.0,,42110.0,6.0,4.0,113.7,22.5,,,2005,71.9,,,rear wheel,AT,suv,,,gas
398,2778.0,mitsubishi montero,,8.82,5369.0,,,109.7,23.8,,15.0,2005,71.5,190.2,74.8,four wheel,AT,suv,215.0,,gas
399,1652.0,dodge viper,,3.53,12284.0,,,98.8,18.5,,15.0,2005,,175.6,75.2,rear wheel,,,500.0,,gas
400,5940.0,saab 9 2x,,5.8,4042.0,5.0,4.0,99.4,15.9,,23.0,2005,57.7,175.6,66.7,all wheel,,,227.0,,gas
401,1320.0,mercedes benz cl class,,4.15,26865.0,,,113.6,,100.8,14.5,2005,55.0,196.6,73.1,rear wheel,7 Speed Automatic Select Shift,Automatic transmission,604.0,True,Hybrid
403,10037.0,pontiac bonneville,,8.39,4194.0,5.0,4.0,112.2,18.0,104.0,21.0,2005,56.6,202.6,74.2,front wheel,AT,large,205.0,,gas
404,16283.0,ford excursion,,,6985.0,9.0,4.0,137.1,44.0,,,2005,80.2,,52.2,four wheel,,,325.0,,diesel
405,2822.0,audi tt,3308.833333333333,7.99,38150.0,3.0,2.0,95.53333333333336,15.7,,25.0,2005,53.0,159.1,69.4,all wheel,DCT,two seater,180.0,,gas
406,25114.0,pontiac sunfire,,8.49,1634.0,,,,14.0,179.0,25.0,2005,,,,front wheel,AT,compact,140.0,,gas
407,31613.0,pontiac grand am,,8.53,3562.0,5.0,2.0,107.0,14.0,90.0,25.0,2005,55.1,186.3,70.4,front wheel,AT,compact,175.0,,gas
408,38661.0,cadillac deville,,7.02,7740.0,5.0,4.0,115.3,18.0,108.0,18.0,2005,56.7,207.2,74.5,front wheel,AT,large,290.0,,gas
409,666.0,honda insight,1902.0,11.03,20463.33333333333,2.0,2.0,94.5,10.6,,47.0,2005,53.29999999999999,155.1,66.7,front wheel,MT,two seater,67.0,,electric
410,1334.0,mercedes benz g class,5481.5,7.83,90150.0,5.0,4.0,112.2,25.0,124.0,12.0,2005,77.8,185.6,71.3,four wheel,AT,suv,292.0,True,Hybrid
412,9548.0,ford thunderbird,,6.32,5912.0,2.0,2.0,107.2,18.0,,18.0,2005,,186.3,72.0,rear wheel,AT,two seater,280.0,,gas
413,1129.0,infiniti q45,,,,,,,,102.0,18.0,2005,,,,rear wheel,AT,midsize,,,gas
414,3732.0,pontiac montana,,9.64,4563.0,7.0,4.0,120.0,25.0,,22.5,2005,,,,front wheel,,,185.0,,gas
415,19215.0,chevrolet astro,,9.38,,,,,27.0,,15.5,2005,,,,all wheel,,,190.0,,
416,374.0,hummer h1,,,,,,,,,,2005,,,,,,,,,
417,18960.0,chevrolet cavalier,,8.27,2191.0,5.0,4.0,104.1,14.0,179.0,25.0,2005,,180.9,67.9,front wheel,AT,compact,140.0,,gas
418,5020.0,pontiac aztek,,8.7,3666.0,5.0,4.0,108.3,18.0,,21.0,2005,66.7,182.1,73.7,all wheel,,,185.0,,gas
419,820.0,volkswagen phaeton,,6.72,10042.0,,,118.1,23.8,108.0,16.0,2005,57.1,203.7,74.9,all wheel,AT,large,335.0,,gas
420,7029.0,chevrolet venture,,9.45,3504.0,7.0,4.0,120.0,25.0,,22.5,2005,,,,front wheel,,,185.0,,gas
421,200.0,mercedes benz slr mclaren,,3.04,67500.0,2.0,2.0,106.3,25.8,,15.5,2005,,183.3,75.1,rear wheel,,,617.0,,gas
422,2373.0,isuzu rodeo,,,,,,,,,,2005,,,,,,,,,
423,1319.0,isuzu axiom,,,,,,,,,,2005,,,,,,,,,
424,4936.0,chevrolet blazer,,,3645.0,4.0,2.0,100.5,19.0,,17.0,2005,64.7,,,four wheel,,,190.0,,gas
425,340.0,porsche carrera gt,,2.81,66000.0,2.0,2.0,107.5,24.0,,11.0,2005,,181.6,75.6,rear wheel,MT,two seater,605.0,,gas
426,6504.0,buick century,,8.88,3306.0,6.0,4.0,109.0,17.0,102.0,21.0,2005,56.6,194.6,72.7,front wheel,AT,midsize,175.0,,gas
427,1382.0,oldsmobile alero,,,,,,,,,,2005,,,,,,,,,
428,206.0,acura nsx,3175.0,5.01,89000.0,2.0,2.0,99.6,18.5,,18.0,2005,,174.2,71.3,rear wheel,AT,two seater,290.0,,gas
429,3436.0,gmc safari,,9.33,,,,,27.0,,18.5,2005,,,,rear wheel,,,190.0,,
430,2175.0,buick park avenue,,7.84,6109.0,6.0,4.0,113.8,18.0,111.0,20.0,2005,57.4,206.8,74.7,front wheel,AT,large,240.0,,gas
431,2141.0,land rover freelander,,7.93,4024.0,5.0,2.0,101.0,16.9,,17.0,2005,,,71.2,all wheel,AT,suv,174.0,,gas
432,602.0,buick regal,,,,,,,,,,2005,203.0,223.0,64.0,Front-wheel drive,6 Speed Automatic Select Shift,Automatic transmission,220.0,True,Hybrid
434,1544.0,toyota echo,,9.01,1767.0,5.0,4.0,93.3,11.9,173.0,31.0,2005,,164.8,65.4,front wheel,AT,compact,108.0,,gas
435,5036.0,saturn l,,,,,,,,,,2005,,,,,,,,,
436,327.0,oldsmobile bravada,,,,,,,,,,2005,,,,,,,,,
437,42358.0,chevrolet malibu classic,,,,,,,,,,2005,,,,,,,,,
438,474.0,chevrolet tracker,,,,,,,,,,2005,,,,,,,,,
439,139.0,oldsmobile silhouette,,,,,,,,,,2005,,,,,,,,,
440,137.0,cadillac seville,,,,,,,,,,2005,,,,,,,,,
441,3113.0,toyota celica,,7.16,3455.0,4.0,2.0,102.4,14.5,78.0,28.0,2005,51.4,170.5,68.3,front wheel,AT,subcompact,180.0,,gas
442,233.0,suzuki vitara,,,,,,,,,,2005,,,,,,,,,
443,149.0,chevrolet s10,,,,,,,,,,2005,,,,,,,,,
444,1044.0,infiniti i35,,,,,,,,,,2005,,,,,,,,,
445,817.0,land rover discovery,,,,,,,,,,2005,,,,,,,,,
446,758.0,mitsubishi montero sport,,,,,,,,,,2005,,,,,,,,,
447,24149.0,mercury sable,,9.77,3219.0,6.0,4.0,108.5,18.0,102.0,20.0,2005,55.5,199.8,73.0,front wheel,AT,midsize,153.0,,gas
448,780.0,toyota mr2 spyder,,6.7,3921.0,2.0,2.0,96.5,12.7,,29.5,2005,,153.0,66.7,rear wheel,,,138.0,,gas
449,298.0,dodge intrepid,,,,,,,,,,2005,,,,,,,,,
450,210.0,chrysler concorde,,,,,,,,,,2005,,,,,,,,,
451,160.0,mitsubishi diamante,,,,,,,,,,2005,,,,,,,,,
452,796039.0,ford f,,7.699999999999999,30208.666666666668,5.1,2.566666666666667,140.93333333333334,27.32333333333333,,16.0,2006,74.85833333333333,,,four wheel,AT,,320.6666666666667,,gas
453,636069.0,chevrolet silverado,,,26911.52173913044,5.217391304347826,2.347826086956522,140.7391304347826,28.782608695652176,,17.5,2006,72.6695652173913,,64.85,rear wheel,DCT,,247.5,,flex fuel
454,448445.0,toyota camry,3238.6,7.93,21462.5,5.0,4.0,107.1,18.5,102.0,25.0,2006,58.5,189.2,70.7,front wheel,AT,midsize,210.0,True,Hybrid
457,387388.0,toyota corolla,2592.5,8.58,15691.875,5.0,4.0,102.4,13.2,89.0,29.0,2006,58.45,178.3,66.9,front wheel,AT,compact,126.0,True,Hybrid
459,364177.0,dodge ram,,,5262.0,3.0,2.0,120.5,26.0,,16.0,2006,75.2,,51.0,four wheel,,,235.0,,gas
460,354441.0,honda accord,,8.93,3444.0,,,107.9,17.1,194.0,25.0,2006,57.2,191.1,71.6,front wheel,AT,midsize,166.0,,gas
461,316638.0,honda civic,2749.555555555556,8.33,18602.222222222223,5.0,4.0,106.29999999999998,13.2,175.0,30.0,2006,56.5,174.8,68.9,front wheel,AT,compact,140.0,,gas
462,289868.0,chevrolet impala,3649.6,8.08,23410.0,5.4,4.0,110.5,17.0,105.0,20.0,2006,58.7,200.4,72.9,front wheel,DCT,large,211.0,True,Hybrid
465,232457.0,nissan altima,3144.5454545454545,6.26,22677.272727272728,5.0,4.0,110.20000000000005,20.0,103.0,23.0,2006,57.899999999999984,191.5,70.4,front wheel,MT,compact,250.0,,gas
466,211449.0,chevrolet cobalt,,9.25,2432.0,5.0,4.0,103.3,13.0,170.0,23.0,2006,57.1,180.3,67.9,front wheel,MT,subcompact,145.0,,gas
467,211140.0,dodge caravan grand caravan,,,,,,,,,,2006,,,,,,,,,
468,210736.0,gmc sierra,,8.34,27437.82608695652,5.217391304347826,2.347826086956522,140.7391304347826,28.782608695652176,,15.5,2006,72.6695652173913,218.0,76.8,rear wheel,DCT,,230.0,,gas
469,179229.0,ford explorer,,,31399.64285714286,5.0,4.0,113.70000000000005,22.5,,18.0,2006,72.79999999999998,142.0,212.0,four wheel,AT,Automatic transmission,292.0,True,Hybrid
472,178351.0,toyota tacoma,,,20550.25,4.1,2.6,126.05499999999998,21.0,,18.0,2006,68.88500000000002,228.0,74.6,rear wheel,AT,Manual transmission,236.0,True,Hybrid
474,177919.0,honda odyssey,4539.142857142857,8.61,32416.42857142857,7.571428571428571,4.0,118.1,21.0,,19.0,2006,69.82857142857144,201.0,77.1,front wheel,AT,minivan,244.0,True,Hybrid
477,177006.0,ford focus,2702.75,8.38,15508.75,5.0,3.5,102.90000000000002,14.0,188.0,25.0,2006,57.33333333333332,168.5,66.7,front wheel,MT,compact,136.0,,gas
478,174803.0,ford taurus,3309.5,9.74,21905.0,5.5,4.0,108.5,18.0,105.0,20.0,2006,58.6,197.7,73.0,front wheel,AT,midsize,153.0,True,Hybrid
481,174797.0,chevrolet trailblazer,,,3908.0,5.0,4.0,113.0,22.0,,19.0,2006,72.5,,74.7,rear wheel,,,291.0,,gas
482,170028.0,honda cr v,3411.1666666666665,9.69,22765.0,5.0,4.0,103.3,15.3,104.2,26.0,2006,66.2,181.0,70.2,four wheel,AT,suv,156.0,True,Hybrid
484,166530.0,ford mustang,3442.3,6.68,24388.5,4.0,2.0,107.1,16.0,85.0,19.0,2006,55.55,187.6,73.9,rear wheel,MT,subcompact,210.0,,gas
485,163853.0,chevrolet malibu,3299.1666666666665,10.17,19731.666666666668,5.0,4.0,106.3,16.0,101.0,24.0,2006,57.5,188.3,69.9,front wheel,DCT,midsize,144.0,True,Hybrid
488,163269.0,toyota sienna,4243.0,9.0,28829.5,7.2,4.0,119.29999999999998,20.0,177.22000000000003,22.5,2006,70.78999999999999,200.0,77.4,front wheel,AT,minivan,215.0,True,Hybrid
491,161491.0,chevrolet tahoe,,7.74,37165.0,6.25,4.0,116.0,26.0,,17.0,2006,75.74999999999999,10.0,214.0,rear wheel,DCT,Automatic transmission,295.0,True,Hybrid
493,159105.0,chrysler town country,,,,,,,,,,2006,,,,,,,,,
494,157644.0,pontiac g6,,7.57,3386.0,4.0,2.0,112.3,16.0,96.0,24.0,2006,56.4,189.1,70.4,front wheel,AT,compact,201.0,,gas
495,157395.0,ford escape,3411.9166666666665,9.63,24417.916666666668,5.0,4.0,103.09999999999998,16.25,99.20000000000005,24.0,2006,69.81666666666668,85.0,13.0,four wheel,AT,suv,153.0,True,Hybrid
498,152154.0,honda pilot,4419.5,7.69,31775.0,8.0,4.0,106.29999999999998,20.4,150.3,19.5,2006,71.24999999999997,188.0,77.5,front wheel,AT,suv,244.0,True,Hybrid
501,152047.0,toyota rav4,3512.0,8.49,23254.166666666668,5.0,4.0,104.70000000000005,15.900000000000004,108.20000000000005,22.5,2006,67.1,181.1,71.5,four wheel,AT,suv,166.0,True,Hybrid
503,149513.0,hyundai sonata,3340.2,9.25,19975.0,5.0,4.0,107.4,17.7,105.0,24.0,2006,58.0,188.9,72.1,front wheel,DCT,large,162.0,True,Hybrid
506,143647.0,chrysler 300,3890.5,8.34,31393.75,5.0,4.0,120.0,18.5,103.0,21.0,2006,58.4,196.8,74.1,rear wheel,AT,large,190.0,True,Hybrid
508,142502.0,ford fusion,3232.2,7.47,19273.0,5.0,4.0,107.4,17.5,,24.0,2006,57.2,190.2,72.2,front wheel,MT,midsize,221.0,True,Hybrid
511,139148.0,jeep grand cherokee,4557.0,5.34,35491.42857142857,5.0,4.0,109.5,20.5,108.9,13.5,2006,67.55714285714285,195.1,73.3,four wheel,AT,suv,420.0,True,Hybrid
514,138650.0,chrysler pt cruiser,,9.22,2636.0,5.0,4.0,103.0,15.0,,19.0,2006,63.0,168.9,67.1,front wheel,AT,suv,150.0,,gas
515,133557.0,jeep liberty,,7.12,3406.0,5.0,4.0,104.2,20.5,,18.0,2006,71.5,174.5,71.8,rear wheel,4 Speed Automatic,Automatic transmission,210.0,True,Hybrid
518,129794.0,toyota highlander,3855.8823529411766,7.61,29727.058823529413,6.294117647058823,4.0,106.90000000000003,18.72941176470588,123.10000000000002,21.0,2006,68.18235294117646,184.6,71.9,front wheel,AT,suv,215.0,True,Hybrid
521,124508.0,toyota tundra,,,26591.136363636364,5.136363636363637,2.5454545454545454,131.6545454545455,26.399999999999988,,17.5,2006,71.72727272727272,208.0,237.0,rear wheel,DCT,Automatic transmission,271.0,True,Hybrid
523,120180.0,bmw 3,3458.6153846153848,7.15,38192.307692307695,4.769230769230769,2.923076923076923,108.70000000000005,15.900000000000004,86.46153846153847,21.5,2006,55.7153846153846,176.7,69.2,rear wheel,MT,compact,225.0,,gas
524,117922.0,nissan sentra,2629.6666666666665,7.06,15800.0,5.0,4.0,99.8,13.2,89.0,27.0,2006,55.5,177.5,67.3,front wheel,AT,compact,175.0,True,Hybrid
527,114201.0,dodge charger,3922.6666666666665,4.97,29306.666666666668,5.0,4.0,120.0,18.666666666666668,103.0,21.0,2006,58.20000000000001,200.1,74.5,rear wheel,AT,large,425.0,True,Hybrid
530,113888.0,chevrolet equinox,3718.0,,22650.0,5.0,4.0,112.5,16.0,106.4,,2006,69.3,162.0,49.0,front wheel,DCT,suv,182.0,True,Hybrid
533,108634.0,pontiac grand prix,,6.81,3892.0,5.0,4.0,110.5,17.0,97.0,20.0,2006,55.9,198.3,71.6,front wheel,AT,midsize,260.0,,gas
534,108348.0,lexus rx,,8.25,5819.0,,,106.9,19.2,,20.0,2006,66.1,186.2,72.6,front wheel,6 Speed Automatic Select Shift,Automatic transmission,223.0,True,Hybrid
535,106971.0,toyota prius,2890.0,11.28,21725.0,5.0,4.0,106.3,11.9,96.0,46.0,2006,58.1,175.0,67.9,front wheel,AT,midsize,110.0,,electric
536,103331.0,volkswagen jetta,3184.2,11.59,20641.0,5.0,4.0,100.25,14.5,91.0,33.0,2006,58.0,179.3,70.1,front wheel,MT,compact,100.0,True,Hybrid
539,103086.0,toyota 4runner,4292.083333333333,7.34,32650.0,5.0,4.0,109.79999999999995,23.0,103.09999999999998,18.5,2006,70.56666666666665,189.2,75.2,four wheel,AT,suv,260.0,True,Hybrid
542,102042.0,saturn ion,,6.68,3108.0,4.0,2.0,103.5,13.0,178.0,23.0,2006,55.6,185.0,67.9,front wheel,MT,compact,205.0,,gas
543,101298.0,chevrolet hhr,,9.21,2612.0,5.0,4.0,103.5,16.0,,26.5,2006,63.1,176.2,69.1,front wheel,,,143.0,,gas
544,98853.0,hyundai elantra,2822.5454545454545,8.61,15369.545454545454,5.0,4.0,102.70000000000005,14.5,190.0,24.0,2006,56.100000000000016,178.1,67.9,front wheel,AT,midsize,138.0,,gas
545,96515.0,buick lucerne,,7.2,4682.0,5.0,4.0,115.6,18.0,108.0,20.0,2006,58.0,203.2,73.8,front wheel,AT,large,275.0,True,Hybrid
547,94437.0,mazda 3,,7.9,2193.0,,,103.9,14.5,189.0,27.0,2006,57.7,178.3,69.1,front wheel,MT,compact,150.0,,gas
548,93876.0,chevrolet colorado,,,19267.03703703704,4.407407407407407,2.4444444444444446,120.55555555555556,19.0,,20.0,2006,66.37777777777781,192.8,181.0,rear wheel,DCT,Manual transmission,220.0,True,Hybrid
551,92420.0,ford ranger,,,19702.69230769231,3.3846153846153846,2.0,120.68846153846152,18.90384615384616,,26.5,2006,67.60000000000001,202.0,224.0,four wheel,MT,Manual transmission,143.0,True,Hybrid
553,92224.0,dodge caliber,,,,,,,,,,2006,254.0,63.0,212.0,Front-wheel drive,5 Speed Manual,Manual transmission,158.0,True,Hybrid
556,88938.0,toyota avalon,3548.75,5.99,30247.5,5.0,4.0,111.0,18.5,107.0,23.0,2006,58.5,197.2,72.8,front wheel,AT,large,268.0,True,Hybrid
558,88497.0,jeep commander,,8.97,4726.0,,,109.5,20.5,,16.0,2006,71.9,188.5,74.8,four wheel,5 Speed Automatic Select Shift,Automatic transmission,210.0,True,Hybrid
559,87203.0,ford expedition,,,38815.41666666666,8.5,4.0,119.0,28.0,,15.5,2006,76.65,125.0,50.9,four wheel,AT,Automatic transmission,300.0,True,Hybrid
562,84442.0,subaru legacy outback,,,,,,,,,,2006,,,,,,,,,
563,84218.0,ford five hundred,,8.47,4220.0,5.0,4.0,112.9,20.0,,25.0,2006,,200.7,74.5,front wheel,,,203.0,,gas
564,81362.0,nissan murano,3921.0,6.98,29680.0,5.0,4.0,111.2,21.7,109.9,20.0,2006,66.5,187.6,74.0,all wheel,,suv,245.0,,gas
565,80271.0,jeep wrangler,3526.714285714286,7.38,23489.714285714286,3.7142857142857135,2.0,96.25714285714284,19.0,77.08571428571429,16.0,2006,70.91428571428573,154.9,68.3,four wheel,MT,suv,190.0,True,Hybrid
568,79125.0,scion tc,,8.69,2736.0,5.0,2.0,106.3,14.5,85.0,23.0,2006,55.7,174.0,69.1,front wheel,AT,subcompact,160.0,True,Hybrid
571,78243.0,chrysler pacifica,4554.5,8.51,30885.83333333333,5.666666666666667,4.0,116.3,23.0,143.5,20.0,2006,66.5,198.9,79.3,front wheel,AT,large,250.0,,gas
